Disney_Period,Text,Speaker_Status,Movie,Speaker,Year,UTTERANCE_NUMBER
MID,"little town, it's a quiet village every day, like the one before little town, full of little people waking up to say... ",PRINCESS,Beauty and the Beast ,belle,1991,2
MID,bonjour! ,NON-P,Beauty and the Beast ,townsfolk 1,1991,3
MID,bonjour! ,NON-P,Beauty and the Beast ,townsfolk 2,1991,4
MID,bonjour! ,NON-P,Beauty and the Beast ,townsfolk 3,1991,5
MID,bonjour! ,NON-P,Beauty and the Beast ,townsfolk 4,1991,6
MID,bonjour! ,NON-P,Beauty and the Beast ,townsfolk 5,1991,7
MID,there goes the baker with his tray like always the same old bread and rolls to sell ev'ry morning just the same since the morning that we came to this poor provincial town... ,PRINCESS,Beauty and the Beast ,belle,1991,8
MID,"good morning, belle! ",NON-P,Beauty and the Beast ,baker,1991,9
MID,morning monsieur! ,PRINCESS,Beauty and the Beast ,belle,1991,10
MID,where are you off to? ,NON-P,Beauty and the Beast ,baker,1991,11
MID,"the bookshop! i just finished the most wonderful story, about a beanstalk and an ogre and... ",PRINCESS,Beauty and the Beast ,belle,1991,12
MID,"that's nice...marie, the baguettes! hurry up!! ",NON-P,Beauty and the Beast ,baker,1991,13
MID,"look there she goes, that girl is strange no question dazed and distracted, can't you tell? ",NON-P,Beauty and the Beast ,townsfolk,1991,14
MID,never part of any crowd ,NON-P,Beauty and the Beast ,woman 1,1991,15
MID,cause her head's up on some cloud ,NON-P,Beauty and the Beast ,barber,1991,16
MID,"no denying she's a funny girl, that belle! ",NON-P,Beauty and the Beast ,townsfolk,1991,17
MID,bonjour! ,NON-P,Beauty and the Beast ,driver,1991,18
MID,good day! ,NON-P,Beauty and the Beast ,woman 2,1991,19
MID,how is your family? ,NON-P,Beauty and the Beast ,driver,1991,20
MID,bonjour! ,NON-P,Beauty and the Beast ,woman 3,1991,21
MID,good day! ,NON-P,Beauty and the Beast ,merchant,1991,22
MID,how is your wife? ,NON-P,Beauty and the Beast ,woman 3,1991,23
MID,i need six eggs! ,NON-P,Beauty and the Beast ,woman 4,1991,24
MID,that's too expensive! ,NON-P,Beauty and the Beast ,man 1,1991,25
MID,there must be more than this provincial life! ,PRINCESS,Beauty and the Beast ,belle,1991,26
MID,"ah, belle! ",NON-P,Beauty and the Beast ,bookseller,1991,27
MID,good morning. i've come to return the book i borrowed. ,PRINCESS,Beauty and the Beast ,belle,1991,28
MID,finished already? ,NON-P,Beauty and the Beast ,bookseller,1991,29
MID,"oh, i couldn't put it down! have you got anything new? ",PRINCESS,Beauty and the Beast ,belle,1991,30
MID,not since yesterday. ,NON-P,Beauty and the Beast ,bookseller,1991,31
MID,that's all right. i'll borrow... this one. ,PRINCESS,Beauty and the Beast ,belle,1991,32
MID,that one? but you've read it twice! ,NON-P,Beauty and the Beast ,bookseller,1991,33
MID,well it's my favorite! ,PRINCESS,Beauty and the Beast ,belle,1991,34
MID,"far off places, daring swordfights, magic spells, a prince in disguise! ",PRINCESS,Beauty and the Beast ,belle,1991,35
MID,"well, if you like it all that much, it's yours! ",NON-P,Beauty and the Beast ,bookseller,1991,36
MID,but sir! ,PRINCESS,Beauty and the Beast ,belle,1991,37
MID,i insist! ,NON-P,Beauty and the Beast ,bookseller,1991,38
MID,well thank you. thank you very much! ,PRINCESS,Beauty and the Beast ,belle,1991,39
MID,look there she goes that girl is so peculiar! i wonder if she's feeling well! ,NON-P,Beauty and the Beast ,men,1991,40
MID,with a dreamy faroff look! ,NON-P,Beauty and the Beast ,women,1991,41
MID,and her nose stuck in a book! all what a puzzle to the rest of us is belle! ,NON-P,Beauty and the Beast ,men,1991,42
MID,"oh! isn't this amazing! it's my favorite part because, you'll see! here's where she meets prince charming but she won't discover that it's him 'til chapter three! ",PRINCESS,Beauty and the Beast ,belle,1991,43
MID,now it's no wonder that her name means 'beauty' her looks have got no parallel! ,NON-P,Beauty and the Beast ,woman 5,1991,44
MID,but behind that fair facade i'm afraid she's rather odd very different from the rest of us... ,NON-P,Beauty and the Beast ,merchant,1991,45
MID,she's nothing like the rest of us yes different from the rest of us is belle ,NON-P,Beauty and the Beast ,all,1991,46
MID,"wow! you didn't miss a shot, gaston! you're the greatest hunter in the whole world! ",NON-P,Beauty and the Beast ,lefou,1991,47
MID,i know! ,NON-P,Beauty and the Beast ,gaston,1991,48
MID,huh. no beast alive stands a chance against you...and no girl for that matter! ,NON-P,Beauty and the Beast ,lefou,1991,49
MID,"it's true, lefou, and i've got my sights set on that one! ",NON-P,Beauty and the Beast ,gaston,1991,50
MID,the inventor's daughter? ,NON-P,Beauty and the Beast ,lefou,1991,51
MID,she's the one! the lucky girl i'm going to marry. ,NON-P,Beauty and the Beast ,gaston,1991,52
MID,but she's ,NON-P,Beauty and the Beast ,lefou,1991,53
MID,the most beautiful girl in town. ,NON-P,Beauty and the Beast ,gaston,1991,54
MID,i know ,NON-P,Beauty and the Beast ,lefou,1991,55
MID,and that makes her the best. and don't i deserve the best? ,NON-P,Beauty and the Beast ,gaston,1991,56
MID,"well of course, i mean you do, but i mean... ",NON-P,Beauty and the Beast ,lefou,1991,57
MID,"right from the moment when i met her, saw her i said she's gorgeous and i fell here in town there's only she ",NON-P,Beauty and the Beast ,gaston,1991,58
MID,who is beautiful as me so i'm making plans to woo and marry belle ,NON-P,Beauty and the Beast ,gaston,1991,59
MID,"look there he goes, isn't he dreamy monsieur gaston, oh he's so cute be still my heart, i'm hardly breathing he's such a tall, dark, strong and handsome brute ",NON-P,Beauty and the Beast ,bimbettes,1991,60
MID,bonjour! ,NON-P,Beauty and the Beast ,man 1,1991,61
MID,pardon! ,NON-P,Beauty and the Beast ,gaston,1991,62
MID,good day! ,NON-P,Beauty and the Beast ,man 2,1991,63
MID,mais oui! ,NON-P,Beauty and the Beast ,man 3,1991,64
MID,you call this bacon? ,NON-P,Beauty and the Beast ,woman 1,1991,65
MID,what lovely grapes! ,NON-P,Beauty and the Beast ,woman 2,1991,66
MID,some cheese! ,NON-P,Beauty and the Beast ,man 4,1991,67
MID,ten yards! ,NON-P,Beauty and the Beast ,woman 3,1991,68
MID,one pound ,NON-P,Beauty and the Beast ,man 4,1991,69
MID,'xcuse me! ,NON-P,Beauty and the Beast ,gaston,1991,70
MID,i'll get the knife! ,NON-P,Beauty and the Beast ,man 4,1991,71
MID,please let me through! ,NON-P,Beauty and the Beast ,gaston,1991,72
MID,this bread! ,NON-P,Beauty and the Beast ,woman 4,1991,73
MID,those fish! ,NON-P,Beauty and the Beast ,man 5,1991,74
MID,it's stale! ,NON-P,Beauty and the Beast ,woman 4,1991,75
MID,they smell! ,NON-P,Beauty and the Beast ,man 5,1991,76
MID,madame's mistaken! ,NON-P,Beauty and the Beast ,man 6,1991,77
MID,there must be more than this provincial life! ,PRINCESS,Beauty and the Beast ,belle,1991,78
MID,well maybe so... ,NON-P,Beauty and the Beast ,all,1991,79
MID,just watch i'm going to make belle my wife! ,NON-P,Beauty and the Beast ,gaston,1991,80
MID,look there she goes a girl who's strange but special a most peculiar mademoiselle it's a pity and a sin she doesn't quite fit in! ,NON-P,Beauty and the Beast ,all,1991,81
MID,but she really is a funny girl ,NON-P,Beauty and the Beast ,group 1,1991,82
MID,a beauty but a funny girl ,NON-P,Beauty and the Beast ,group 2,1991,83
MID,she really is a funny girl! that belle! ,NON-P,Beauty and the Beast ,all,1991,84
MID,"hello, belle. ",NON-P,Beauty and the Beast ,gaston,1991,85
MID,bonjour gaston. ,PRINCESS,Beauty and the Beast ,belle,1991,86
MID,"gaston, may i have my book, please? ",PRINCESS,Beauty and the Beast ,belle,1991,87
MID,how can you read this? there's no pictures! ,NON-P,Beauty and the Beast ,gaston,1991,88
MID,"well, some people use their imaginations. ",PRINCESS,Beauty and the Beast ,belle,1991,89
MID,"belle, it's about time you got your head out of those books ",NON-P,Beauty and the Beast ,gaston,1991,90
MID,and paid attention to more important things...like me! the whole town's talking about it. ,NON-P,Beauty and the Beast ,gaston,1991,91
MID,it's not right for a woman to readsoon she starts getting ideas... and thinking. ,NON-P,Beauty and the Beast ,gaston,1991,92
MID,"gaston, you are positively primeval. ",PRINCESS,Beauty and the Beast ,belle,1991,93
MID,"why thank you, belle. hey, whaddya say you and me take a walk over to the tavern and have a look at my hunting trophies. ",NON-P,Beauty and the Beast ,gaston,1991,94
MID,maybe some other time. ,PRINCESS,Beauty and the Beast ,belle,1991,95
MID,what's wrong with her? ,NON-P,Beauty and the Beast ,bimbette 1,1991,96
MID,she's crazy! ,NON-P,Beauty and the Beast ,bimbette 2,1991,97
MID,he's gorgeous! ,NON-P,Beauty and the Beast ,bimbette 3,1991,98
MID,"please, gaston. i can't. i have to get home and help my father. ",PRINCESS,Beauty and the Beast ,belle,1991,99
MID,"ha ha ha, that crazy old loon, he need all the help he can get! ",NON-P,Beauty and the Beast ,lefou,1991,100
MID,don't you talk about my father that way! ,PRINCESS,Beauty and the Beast ,belle,1991,101
MID,"yeah, don't talk about her father that way! ",NON-P,Beauty and the Beast ,gaston,1991,102
MID,my father's not crazy! he's a genius! ,PRINCESS,Beauty and the Beast ,belle,1991,103
MID,papa? ,PRINCESS,Beauty and the Beast ,belle,1991,104
MID,how on earth did that happen? dog gonnit! ,NON-P,Beauty and the Beast ,maurice,1991,105
MID,"are you all right, papa? ",PRINCESS,Beauty and the Beast ,belle,1991,106
MID,i'm about ready to give up on this hunk of junk! ,NON-P,Beauty and the Beast ,maurice,1991,107
MID,you always say that. ,PRINCESS,Beauty and the Beast ,belle,1991,108
MID,"i mean it, this time. i'll never get this boneheaded contraption to work. ",NON-P,Beauty and the Beast ,maurice,1991,109
MID,"yes, you will. and you'll win first prize at the fair tomorrow ",PRINCESS,Beauty and the Beast ,belle,1991,110
MID,hmmmph! ,NON-P,Beauty and the Beast ,maurice,1991,111
MID,...and become a world famous inventor! ,PRINCESS,Beauty and the Beast ,belle,1991,112
MID,you really believe that? ,NON-P,Beauty and the Beast ,maurice,1991,113
MID,i always have. ,PRINCESS,Beauty and the Beast ,belle,1991,114
MID,"well, what are we waiting for. i'll have this thing fixed in no time. ",NON-P,Beauty and the Beast ,maurice,1991,115
MID,"hand me that doglegged clencher there... so, did you have a good time in town today? ",NON-P,Beauty and the Beast ,maurice,1991,116
MID,"i got a new book. papa, do you think i'm odd? ",PRINCESS,Beauty and the Beast ,belle,1991,117
MID,my daughter? odd? ,NON-P,Beauty and the Beast ,maurice,1991,118
MID,where would you get an idea like that? ,NON-P,Beauty and the Beast ,maurice,1991,119
MID,"oh, i don't know. it's just i'm not sure i fit in here. there's no one i can really talk to. ",PRINCESS,Beauty and the Beast ,belle,1991,120
MID,what about that gaston? he's a handsome fellow! ,NON-P,Beauty and the Beast ,maurice,1991,121
MID,"he's handsome all right, and rude and conceited and...oh papa, he's not for me! ",PRINCESS,Beauty and the Beast ,belle,1991,122
MID,"well, don't you worry, cause this invention's going to be the start of a new life for us. ",NON-P,Beauty and the Beast ,maurice,1991,123
MID,"i think that's done it. now, let's give it a try. ",NON-P,Beauty and the Beast ,maurice,1991,124
MID,it works! ,PRINCESS,Beauty and the Beast ,belle,1991,125
MID,it does? it does! ,NON-P,Beauty and the Beast ,maurice,1991,126
MID,you did it! you really did it! ,PRINCESS,Beauty and the Beast ,belle,1991,127
MID,"hitch up phillipe, girl. i'm off to the fair! ",NON-P,Beauty and the Beast ,maurice,1991,128
MID,"good bye, papa! good luck! ",PRINCESS,Beauty and the Beast ,belle,1991,129
MID,"good bye, belle, and take care while i'm gone! ",NON-P,Beauty and the Beast ,maurice,1991,130
MID,we should be there by now. maybe we missed a turn. i guess i should have taken a...wait a minute. ,NON-P,Beauty and the Beast ,maurice,1991,131
MID,let's go this way! ,NON-P,Beauty and the Beast ,maurice,1991,132
MID,"come on, phillipe! it's a shortcut. we'll be there in no time! ",NON-P,Beauty and the Beast ,maurice,1991,133
MID,"this can't be right. where have you taken us, phillipe? we'd better turn around...and...whoa...whoa boy, whoa phillipe. oh, oh! look out! ",NON-P,Beauty and the Beast ,maurice,1991,134
MID,"back up! back up! back up! good boy, good boy. that's good, that'sback up! steady. steady! hey now. steady. ",NON-P,Beauty and the Beast ,maurice,1991,135
MID,help! is someone there? ,NON-P,Beauty and the Beast ,maurice,1991,136
MID,hello? hello? ,NON-P,Beauty and the Beast ,maurice,1991,137
MID,old fellow must have lost his way in the woods. ,NON-P,Beauty and the Beast ,lumiere,1991,138
MID,keep quiet! maybe he'll go away. ,NON-P,Beauty and the Beast ,cogsworth,1991,139
MID,is someone there? ,NON-P,Beauty and the Beast ,maurice,1991,140
MID,"not a word, lumiere. not one word! ",NON-P,Beauty and the Beast ,cogsworth,1991,141
MID,"i don't mean to intrude, but i've lost my horse and i need a place to stay for the night. ",NON-P,Beauty and the Beast ,maurice,1991,142
MID,"oh cogsworth, have a heart. ",NON-P,Beauty and the Beast ,lumiere,1991,143
MID,shush shush shhhhh! ,NON-P,Beauty and the Beast ,cogsworth,1991,144
MID,ow ow ow ow ow ouch!!!!! ,NON-P,Beauty and the Beast ,cogsworth,1991,145
MID,"of course, monsieur, you are welcome here. ",NON-P,Beauty and the Beast ,lumiere,1991,146
MID,who said that? ,NON-P,Beauty and the Beast ,maurice,1991,147
MID,over here! ,NON-P,Beauty and the Beast ,lumiere,1991,148
MID,where? ,NON-P,Beauty and the Beast ,maurice,1991,149
MID,allo! ,NON-P,Beauty and the Beast ,lumiere,1991,150
MID,oh!!!! ,NON-P,Beauty and the Beast ,maurice,1991,151
MID,incredible! ,NON-P,Beauty and the Beast ,maurice,1991,152
MID,"well, now you've done it, lumiere. splendid, just peachyaaarrrgghh! ",NON-P,Beauty and the Beast ,cogsworth,1991,153
MID,how is this accomplished? ,NON-P,Beauty and the Beast ,maurice,1991,154
MID,put me down! at once! ,NON-P,Beauty and the Beast ,cogsworth,1991,155
MID,"sir, close that at once, do you mind! ",NON-P,Beauty and the Beast ,cogsworth,1991,156
MID,"i beg your pardon, it's just that i've never seen a clock that...aah...i mean...aah aah aahchooo!!!! ",NON-P,Beauty and the Beast ,maurice,1991,157
MID,"oh, you are soaked to the bone, monsieur. come, warm yourself by the fire. ",NON-P,Beauty and the Beast ,lumiere,1991,158
MID,thank you. ,NON-P,Beauty and the Beast ,maurice,1991,159
MID,"no, no, no, do you know what the master would do if he finds you here. ",NON-P,Beauty and the Beast ,cogsworth,1991,160
MID,i demand that you stop...right...there! ,NON-P,Beauty and the Beast ,cogsworth,1991,161
MID,"oh no, not the master's chair! ",NON-P,Beauty and the Beast ,cogsworth,1991,162
MID,"i'm not seeing this, i'm not seeing this! ",NON-P,Beauty and the Beast ,cogsworth,1991,163
MID,"well, hello there, boy. ",NON-P,Beauty and the Beast ,maurice,1991,164
MID,"all right, this has gone far enough. i'm in charge here, and ",NON-P,Beauty and the Beast ,cogsworth,1991,165
MID,anachronistic indycar sounding teacart of mrs. potts,NON-P,Beauty and the Beast ,cogsworth,1991,166
MID,"how would you like a nice spot of tea, sir? it'll warm you up in no time. ",NON-P,Beauty and the Beast ,mrs. potts,1991,167
MID,"no! no tea, no tea!!! ",NON-P,Beauty and the Beast ,cogsworth,1991,168
MID,"ha ha! his moustache tickles, momma! ",NON-P,Beauty and the Beast ,chip,1991,169
MID,oh! hello! ,NON-P,Beauty and the Beast ,maurice,1991,170
MID,uh oh! ,NON-P,Beauty and the Beast ,chip,1991,171
MID,there's a stranger here. ,PRINCE,Beauty and the Beast ,beast,1991,172
MID,"master, allow me to explain. the gentleman was lost in the woods and he was cold and wet... ",NON-P,Beauty and the Beast ,lumiere,1991,173
MID,"master, i'd like to take this moment to say...i was against this from the start. i tried to stop them, but would they listen to me? no, no, no! ",NON-P,Beauty and the Beast ,cogsworth,1991,174
MID,who are you! what are you doing here? ,PRINCE,Beauty and the Beast ,beast,1991,175
MID,i was lost in the woods and...,NON-P,Beauty and the Beast ,maurice,1991,176
MID,you are not welcome here! ,PRINCE,Beauty and the Beast ,beast,1991,177
MID,i'm sorry ,NON-P,Beauty and the Beast ,maurice,1991,178
MID,what are you staring at? ,PRINCE,Beauty and the Beast ,beast,1991,179
MID,nothnothnothing! ,NON-P,Beauty and the Beast ,maurice,1991,180
MID,"so, you've come to stare at the beast, have you? ",PRINCE,Beauty and the Beast ,beast,1991,181
MID,"please, i meant no harm! i just needed a place to stay . ",NON-P,Beauty and the Beast ,maurice,1991,182
MID,i'll give you a place to stay! ,PRINCE,Beauty and the Beast ,beast,1991,183
MID,"heh! oh boy! belle's gonna get the surprise of her life, huh gaston. ",NON-P,Beauty and the Beast ,lefou,1991,184
MID,yep. this is her lucky day! ,NON-P,Beauty and the Beast ,gaston,1991,185
MID,"i'd like to thank you all for coming to my wedding. but first, i better go in there and... propose to the girl! ",NON-P,Beauty and the Beast ,gaston,1991,186
MID,"now, you lefou. when belle and i come out that door ",NON-P,Beauty and the Beast ,gaston,1991,187
MID,"oh i know, i know! ",NON-P,Beauty and the Beast ,lefou,1991,188
MID,not yet! ,NON-P,Beauty and the Beast ,gaston,1991,189
MID,sorry! ,NON-P,Beauty and the Beast ,lefou,1991,190
MID,"gaston, what a pleasant...surprise. ",PRINCESS,Beauty and the Beast ,belle,1991,191
MID,"isn't it though? i'm just full of surprises. you know, belle. there's not a girl in town who wouldn't love to be in your shoes. this is the day...",NON-P,Beauty and the Beast ,gaston,1991,192
MID,this is the day your dreams come true. ,NON-P,Beauty and the Beast ,gaston,1991,193
MID,"what do you know about my dreams, gaston? ",PRINCESS,Beauty and the Beast ,belle,1991,194
MID,"plenty. here, picture this. ",NON-P,Beauty and the Beast ,gaston,1991,195
MID,"a rustic hunting lodge, my latest kill roasting on the fire, and my little wife, massaging my feet, while the little ones play with the dogs. ",NON-P,Beauty and the Beast ,gaston,1991,196
MID,we'll have six or seven. ,NON-P,Beauty and the Beast ,gaston,1991,197
MID,dogs? ,PRINCESS,Beauty and the Beast ,belle,1991,198
MID,"no, belle! strapping boys, like me! ",NON-P,Beauty and the Beast ,gaston,1991,199
MID,imagine that. ,PRINCESS,Beauty and the Beast ,belle,1991,200
MID,and do you know who that wife will be? ,NON-P,Beauty and the Beast ,gaston,1991,201
MID,let me think. ,PRINCESS,Beauty and the Beast ,belle,1991,202
MID,"you, belle! ",NON-P,Beauty and the Beast ,gaston,1991,203
MID,"gaston, i'm speechless. i really don't know what to say. ",PRINCESS,Beauty and the Beast ,belle,1991,204
MID,say you'll marry me. ,NON-P,Beauty and the Beast ,gaston,1991,205
MID,"i'm very sorry, gaston, but i just don't deserve you. ",PRINCESS,Beauty and the Beast ,belle,1991,206
MID,. belle ducks under gaston as he tumbles out the door and into the mud.,PRINCESS,Beauty and the Beast ,belle,1991,207
MID,"who is directing the band, looks down and sees gaston's legs sticking out of the mud, and a pierre's head sticking up. lefou cuts off the band, and gaston's head pops up, with the pig on top of him. he tilts his head, and the pig slides down his back.",NON-P,Beauty and the Beast ,"lefou, ",1991,208
MID,"so, how'd it go? ",NON-P,Beauty and the Beast ,lefou,1991,209
MID,"i'll have belle for my wife, make no mistake about that! ",NON-P,Beauty and the Beast ,gaston,1991,210
MID,touchy! ,NON-P,Beauty and the Beast ,lefou,1991,211
MID,grunt grunt. ,NON-P,Beauty and the Beast ,pierre,1991,212
MID,"is he gone? can you imagine, he asked me to marry him. me, the wife of that boorish, brainless... madame gaston, can't you just see it madame gaston, his little wife not me, no sir, i guarantee it i want much more than this provincial life... ",PRINCESS,Beauty and the Beast ,belle,1991,213
MID,i want adventure in the great wide somewhere i want it more than i can tell and for once it might be grand to have someone understand i want so much more than they've got planned ,PRINCESS,Beauty and the Beast ,belle,1991,214
MID,"phillipe! what are you doing here? where's papa? where is he, phillipe? what happened? oh, we have to find him, you have to take me to him! ",PRINCESS,Beauty and the Beast ,belle,1991,215
MID,what is this place? ,PRINCESS,Beauty and the Beast ,belle,1991,216
MID,"phillipe, please, steady. ",PRINCESS,Beauty and the Beast ,belle,1991,217
MID,papa. ,PRINCESS,Beauty and the Beast ,belle,1991,218
MID,"couldn't keep quiet, could we. just had to invite him to stay, didn't we? serve him tea, sit in the master's chair, pet the pooch. ",NON-P,Beauty and the Beast ,cogsworth,1991,219
MID,i was trying to be hospitable. ,NON-P,Beauty and the Beast ,lumiere,1991,220
MID,"hello? is anyone here? hello? papa? papa, are you here? ",PRINCESS,Beauty and the Beast ,belle,1991,221
MID,momma. there's a girl in the castle! ,NON-P,Beauty and the Beast ,chip,1991,222
MID,"now, chip, i won't have you making up such wild stories. ",NON-P,Beauty and the Beast ,mrs. potts,1991,223
MID,"but really, momma, i saw her. ",NON-P,Beauty and the Beast ,chip,1991,224
MID,not another word. into the tub. ,NON-P,Beauty and the Beast ,mrs. potts,1991,225
MID,a girl! i saw a girl in the castle! ,NON-P,Beauty and the Beast ,featherduster,1991,226
MID,"see, i told ya! ",NON-P,Beauty and the Beast ,chip,1991,227
MID,"irresponsible, devilmaycare, waxy eared, slackjawed ",NON-P,Beauty and the Beast ,cogsworth,1991,228
MID,papa? ,PRINCESS,Beauty and the Beast ,belle,1991,229
MID,did you see that? ,NON-P,Beauty and the Beast ,lumiere,1991,230
MID,it's a girl! ,NON-P,Beauty and the Beast ,lumiere,1991,231
MID,i know it's a girl. ,NON-P,Beauty and the Beast ,cogsworth,1991,232
MID,don't you see? she's the one. the girl we have been waiting for. she has come to break the spell! ,NON-P,Beauty and the Beast ,lumiere,1991,233
MID,"wait a minute, wait a minute! ",NON-P,Beauty and the Beast ,cogsworth,1991,234
MID,papa? papa? ,PRINCESS,Beauty and the Beast ,belle,1991,235
MID,hello? is someone here? wait! i'm looking for my father! ,PRINCESS,Beauty and the Beast ,belle,1991,236
MID,"that's funny, i'm sure there was someone... iiis there anyone here? ",PRINCESS,Beauty and the Beast ,belle,1991,237
MID,belle? ,NON-P,Beauty and the Beast ,maurice,1991,238
MID,"oh, papa! ",PRINCESS,Beauty and the Beast ,belle,1991,239
MID,how did you find me? ,NON-P,Beauty and the Beast ,maurice,1991,240
MID,"oh, your hands are like ice. we have to get you out of here. ",PRINCESS,Beauty and the Beast ,belle,1991,241
MID,"belle, i want you to leave this place. ",NON-P,Beauty and the Beast ,maurice,1991,242
MID,who's done this to you? ,PRINCESS,Beauty and the Beast ,belle,1991,243
MID,no time to explain. you must go...now! ,NON-P,Beauty and the Beast ,maurice,1991,244
MID,i won't leave you! ,PRINCESS,Beauty and the Beast ,belle,1991,245
MID,what are you doing here? ,PRINCE,Beauty and the Beast ,beast,1991,246
MID,"run, belle! ",NON-P,Beauty and the Beast ,maurice,1991,247
MID,who's there? who are you? ,PRINCESS,Beauty and the Beast ,belle,1991,248
MID,the master of this castle. ,PRINCE,Beauty and the Beast ,beast,1991,249
MID,i've come for my father. please let him out! can't you see he's sick? ,PRINCESS,Beauty and the Beast ,belle,1991,250
MID,then he shouldn't have trespassed here. ,PRINCE,Beauty and the Beast ,beast,1991,251
MID,"but he could die. please, i'll do anything! ",PRINCESS,Beauty and the Beast ,belle,1991,252
MID,there's nothing you can do. he's my prisoner. ,PRINCE,Beauty and the Beast ,beast,1991,253
MID,"oh, there must be some way i can...wait! take me, instead! ",PRINCESS,Beauty and the Beast ,belle,1991,254
MID,you! you would take his place? ,PRINCE,Beauty and the Beast ,beast,1991,255
MID,belle! no! you don't know what you're doing! ,NON-P,Beauty and the Beast ,maurice,1991,256
MID,"if i did, would you let him go? ",PRINCESS,Beauty and the Beast ,belle,1991,257
MID,"yes, but you must promise to stay here forever. ",PRINCE,Beauty and the Beast ,beast,1991,258
MID,come into the light. ,PRINCESS,Beauty and the Beast ,belle,1991,259
MID,"no, belle. i won't let you do this! ",NON-P,Beauty and the Beast ,maurice,1991,260
MID,you have my word. ,PRINCESS,Beauty and the Beast ,belle,1991,261
MID,done! ,PRINCE,Beauty and the Beast ,beast,1991,262
MID,"no, belle. listen to me. i'm old, i've lived my life ",NON-P,Beauty and the Beast ,maurice,1991,263
MID,wait! ,PRINCESS,Beauty and the Beast ,belle,1991,264
MID,belle! ,NON-P,Beauty and the Beast ,maurice,1991,265
MID,wait! ,PRINCESS,Beauty and the Beast ,belle,1991,266
MID,"no, please spare my daughter! ",NON-P,Beauty and the Beast ,maurice,1991,267
MID,she's no longer your concern. ,PRINCE,Beauty and the Beast ,beast,1991,268
MID,take him to the village. ,PRINCE,Beauty and the Beast ,beast,1991,269
MID,"please, let me out, please! ",NON-P,Beauty and the Beast ,maurice,1991,270
MID,master? ,NON-P,Beauty and the Beast ,lumiere,1991,271
MID,what! ,PRINCE,Beauty and the Beast ,beast,1991,272
MID,"since the girl is going to be with us for quite some time, i was thinking that you might want to offer her a more comfortable room. ",NON-P,Beauty and the Beast ,lumiere,1991,273
MID,"then again, maybe not. ",NON-P,Beauty and the Beast ,lumiere,1991,274
MID,you didn't even let me say good bye. i'll never see him again. i didn't get to say goodbye. ,PRINCESS,Beauty and the Beast ,belle,1991,275
MID,i'll show you to your room. ,PRINCE,Beauty and the Beast ,beast,1991,276
MID,my room? ,PRINCESS,Beauty and the Beast ,belle,1991,277
MID,"you wanna, you wanna stay in the tower? ",PRINCE,Beauty and the Beast ,beast,1991,278
MID,no. ,PRINCESS,Beauty and the Beast ,belle,1991,279
MID,then follow me. ,PRINCE,Beauty and the Beast ,beast,1991,280
MID,say something to her. ,NON-P,Beauty and the Beast ,lumiere,1991,281
MID,hmm? oh. ,PRINCE,Beauty and the Beast ,beast,1991,282
MID,i...um...hope you like it here. ,PRINCE,Beauty and the Beast ,beast,1991,283
MID,"the castle is your home now, so you can go anywhere you wish, except the west wing. ",PRINCE,Beauty and the Beast ,beast,1991,284
MID,what's in the west wing? ,PRINCESS,Beauty and the Beast ,belle,1991,285
MID,it's forbidden! ,PRINCE,Beauty and the Beast ,beast,1991,286
MID,"now, if there's anything you need, my servants will attend you. ",PRINCE,Beauty and the Beast ,beast,1991,287
MID,dinnerinvite her to dinner. ,NON-P,Beauty and the Beast ,lumiere,1991,288
MID,you...will join me for dinner. that's not a request! ,PRINCE,Beauty and the Beast ,beast,1991,289
MID,who does she think she is? that girl has tangled with the wrong man. no one says 'no' to gaston! ,NON-P,Beauty and the Beast ,gaston,1991,290
MID,darn right! ,NON-P,Beauty and the Beast ,lefou,1991,291
MID,"dismissed. rejected. publicly humiliated. why, it's more than i can bear. ",NON-P,Beauty and the Beast ,gaston,1991,292
MID,more beer? ,NON-P,Beauty and the Beast ,lefou,1991,293
MID,what for? nothing helps. i'm disgraced. ,NON-P,Beauty and the Beast ,gaston,1991,294
MID,"who, you? never. gaston, you've got to pull yourself together. gosh it disturbs me to see you, gaston looking so down in the dumps every guy here'd love to be you, gaston ",NON-P,Beauty and the Beast ,lefou,1991,295
MID,even when taking your lumps there's no man in town as admired as you you're everyone's favorite guy everyone's awed and inspired by you ,NON-P,Beauty and the Beast ,lefou,1991,296
MID,"and it's not very hard to see why! no one's slick as gaston, no one's quick as gaston no one's next as incredibly thick as gaston for there's no man in town half as manly perfect, a pure paragon! you can ask any tom, dick, or stanley and they'll tell you who's team they'd prefer to be on! ",NON-P,Beauty and the Beast ,lefou,1991,297
MID,"no one's been like gaston, a kingpin like gaston ",NON-P,Beauty and the Beast ,old cronies,1991,298
MID,no one's got a swell cleft in his chin like gaston ,NON-P,Beauty and the Beast ,lefou,1991,299
MID,"as a specimen, yes, i'm intimidating! ",NON-P,Beauty and the Beast ,gaston,1991,300
MID,"my, what a guy that gaston! ",NON-P,Beauty and the Beast ,old cronies,1991,301
MID,"give five hurrahs, give twelve hiphips ",NON-P,Beauty and the Beast ,old cronies,1991,302
MID,gaston is the best and the rest is all drips! ,NON-P,Beauty and the Beast ,lefou,1991,303
MID,"no one fights like gaston, no one bites like gaston ",NON-P,Beauty and the Beast ,all,1991,304
